championName,assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
Lillia,26,0,0,0,289,289,289,20703,8,0,0,0,True,False,False,False,False,False,14836,14350,Invalid,0,0,2,16,3,8,MIDDLE,0,3,1,406,54158,27578,11400,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1876, 'var2': 32, 'var3': 0}, {'perk': 8126, 'var1': 2211, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 915, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 6088, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1523,622,13909,0,SUPPORT,0,81,31,97,8,False,,33,1444,69016,35792,0,27272,11469,0,19,249,182,1,0,13334,7591,1962,0,1,4,0,0,0,0,0,False
Talon,9,0,0,0,766,766,766,23962,13,0,5,0,False,True,False,False,False,False,20082,22600,Invalid,0,0,2,23,7,28,MIDDLE,726,6,4,322,0,0,15359,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 3055, 'var2': 37, 'var3': 0}, {'perk': 8143, 'var1': 1990, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4354, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1816, 'var2': 0, 'var3': 0}], 'style': 8000}]}",166234,51390,14649,1,CARRY,0,74,207,14,20,False,,7,1444,168126,53282,0,34783,5151,0,116,250,352,1,4,1892,1892,4774,1,1,4,0,0,0,0,0,False
Zyra,29,0,0,0,1342,1342,1342,3524,7,0,0,0,True,False,True,False,False,False,10173,9900,Invalid,1,1,0,10,2,6,NONE,0,2,1,182,39666,13925,10174,0,0,0,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1178, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 87, 'var3': 0}, {'perk': 8210, 'var1': 8, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 473, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 254, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 3452, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1829,274,1480,0,SUPPORT,0,55,63,36,7,False,,46,845,41496,14199,0,11775,840,0,38,208,166,1,0,0,0,120,1,3,1,0,0,0,0,0,True
Thresh,41,0,0,1,138,138,138,23425,7,0,0,0,True,False,False,False,False,False,9250,9950,Invalid,0,1,0,15,1,3,NONE,0,2,1,237,9897,6619,15028,0,0,0,1,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 105, 'var2': 2561, 'var3': 0}, {'perk': 8306, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 1533, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 191, 'var2': 696, 'var3': 0}], 'style': 8400}]}",1944,900,6329,0,SUPPORT,0,43,30,21,5,False,,57,845,13724,9402,1507,22969,1613,0,3,227,128,1,0,1881,1881,1611,0,1,1,0,0,0,0,0,True
Lucian,22,0,5,0,3243,3243,3243,5592,6,0,6,0,True,False,True,False,False,False,13934,12000,Invalid,0,1,0,13,5,21,NONE,502,5,4,150,7152,3594,9996,0,1,0,1,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1734, 'var2': 940, 'var3': 794}, {'perk': 8009, 'var1': 2943, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 3, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 1233, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}]}",76702,30364,2299,1,DUO,0,45,35,36,10,False,,0,845,84530,34633,0,13141,1246,0,65,0,138,1,1,675,675,845,1,2,1,0,0,0,0,0,True
Renata,39,0,0,1,1011,1011,1011,6479,7,0,0,0,True,False,True,False,False,False,9318,9000,Invalid,0,1,0,14,1,2,NONE,0,2,1,204,7695,3166,11312,0,0,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 387, 'var2': 1075, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 118, 'var3': 0}, {'perk': 8210, 'var1': 22, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 305, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 100, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 2923, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1119,552,2011,0,SUPPORT,0,32,16,45,6,False,,17,845,10473,5377,2648,16573,1780,440,9,147,134,3,0,1658,1658,3250,0,3,1,0,0,0,0,0,True
Gwen,25,0,0,0,6284,6284,6284,22473,8,0,5,0,False,True,False,True,False,False,13409,10935,Invalid,0,0,0,14,5,19,NONE,0,4,3,181,52422,25082,15270,0,0,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 1614, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 3433, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 3, 'var2': 30, 'var3': 0}, {'perk': 8299, 'var1': 956, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}, {'perk': 8143, 'var1': 1063, 'var2': 0, 'var3': 0}], 'style': 8100}]}",14134,5671,11466,0,SUPPORT,0,59,27,66,19,False,,6,845,87260,41000,0,29045,8524,0,52,59,142,1,1,20702,10246,2307,2,3,1,0,0,0,0,0,True
Kassadin,11,0,1,0,548,548,548,22084,12,0,2,0,False,False,False,False,False,False,12407,11540,Invalid,0,0,1,15,4,16,NONE,0,3,3,93,38150,22251,12047,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1562, 'var2': 24, 'var3': 0}, {'perk': 8143, 'var1': 954, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 840, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 3599, 'var2': 0, 'var3': 0}], 'style': 8000}]}",4737,1083,16582,0,SUPPORT,0,32,25,45,48,False,,16,845,43555,23995,0,31693,1676,0,27,66,248,1,1,668,660,3063,0,1,4,0,0,0,0,0,False
Rumble,17,0,0,0,626,626,626,16890,11,0,0,0,False,False,False,False,False,False,9476,9400,Invalid,0,0,1,11,1,6,NONE,0,2,1,87,36658,20227,9442,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1049, 'var2': 20, 'var3': 0}, {'perk': 8139, 'var1': 634, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8210, 'var1': 4, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}]}",1885,595,9660,0,SUPPORT,0,29,37,73,8,False,,18,845,38932,21210,0,19983,1035,0,28,173,204,1,0,388,388,880,0,1,4,0,0,0,0,0,False
Seraphine,25,0,0,0,617,617,617,4091,5,0,0,0,False,False,False,False,False,False,8731,7450,Invalid,0,0,1,10,0,1,NONE,0,0,1,216,22926,7152,7699,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 803, 'var2': 898, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 559, 'var3': 0}, {'perk': 8210, 'var1': 14, 'var2': 0, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",3582,851,2534,0,SUPPORT,0,64,35,48,7,False,,34,845,26508,8003,2215,11161,2849,1573,32,150,126,5,0,0,0,927,0,1,4,0,0,0,0,0,False
Blitzcrank,17,0,0,0,159,159,159,27639,13,0,1,0,False,False,False,False,False,False,9240,8050,Invalid,0,0,1,13,1,5,NONE,0,2,2,116,13432,9340,14326,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8439, 'var1': 504, 'var2': 2331, 'var3': 0}, {'perk': 8463, 'var1': 691, 'var2': 0, 'var3': 0}, {'perk': 8429, 'var1': 43, 'var2': 11, 'var3': 12}, {'perk': 8451, 'var1': 224, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 8, 'var2': 50, 'var3': 0}, {'perk': 8009, 'var1': 1455, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1832,1400,11827,0,SUPPORT,0,29,18,17,14,False,,37,845,18740,10956,0,29053,637,205,4,88,244,5,0,3475,215,2900,0,1,4,0,0,0,0,0,False
Kindred,11,0,0,0,1752,1752,1752,15602,10,0,0,0,False,False,False,False,False,False,10396,9208,Invalid,0,0,1,15,1,7,NONE,173,2,1,124,6209,3283,9345,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 1316, 'var2': 775, 'var3': 540}, {'perk': 9111, 'var1': 602, 'var2': 180, 'var3': 0}, {'perk': 9104, 'var1': 7, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 523, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 541, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",45102,15416,9282,0,DUO,0,68,26,17,4,False,,2,845,54779,18811,0,20557,6359,3764,47,14,196,16,0,3466,111,1929,1,1,4,0,0,0,0,0,False
Alistar,32,0,1,0,264,264,264,59361,9,0,0,0,False,False,True,False,False,False,11509,10050,Invalid,0,2,0,15,0,2,NONE,0,0,1,216,15111,8270,15321,0,0,0,1,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 111, 'var2': 843, 'var3': 0}, {'perk': 8306, 'var1': 10, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 2, 'var2': 0, 'var3': 0}, {'perk': 8410, 'var1': 86, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8242, 'var1': 79, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 530, 'var2': 0, 'var3': 0}], 'style': 8400}]}",2168,646,17454,0,SUPPORT,0,32,29,25,7,False,,68,1166,18379,9846,0,33470,12957,7060,8,312,210,5,0,1100,930,694,0,3,1,0,0,0,0,0,True
Rumble,22,0,0,0,1040,1040,1040,22130,7,0,0,0,False,False,False,True,False,False,15127,13750,Invalid,1,2,0,17,2,6,NONE,0,3,1,207,73562,31581,13695,0,0,0,1,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8369, 'var1': 974, 'var2': 1053, 'var3': 0}, {'perk': 8304, 'var1': 6, 'var2': 0, 'var3': 0}, {'perk': 8321, 'var1': 1, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}, {'perk': 8126, 'var1': 1067, 'var2': 0, 'var3': 0}], 'style': 8100}]}",4028,636,8566,0,DUO,0,75,95,97,7,False,,16,1166,79574,34201,0,22567,465,0,73,158,180,1,0,1983,1983,305,1,2,1,0,0,0,0,0,True
DrMundo,20,0,0,0,3209,3209,3209,57842,7,0,1,0,False,False,True,False,False,False,12933,11450,Invalid,0,1,0,15,3,6,NONE,0,2,2,254,19587,17039,17686,0,0,0,1,0,0,"{'statPerks': {'defense': 5001, 'flex': 5003, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 660, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 2215, 'var2': 260, 'var3': 0}, {'perk': 9103, 'var1': 12, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 932, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 58, 'var2': 13, 'var3': 14}, {'perk': 8451, 'var1': 329, 'var2': 0, 'var3': 0}], 'style': 8400}]}",36519,8534,30600,0,SUPPORT,0,127,27,62,6,False,,20,1166,56107,25574,0,48562,15189,0,39,132,156,1,0,0,0,275,1,4,1,0,0,0,0,0,True
Khazix,6,0,4,0,4323,4323,4323,14451,6,0,5,0,False,False,False,False,False,False,16446,14400,Invalid,0,2,0,14,5,23,NONE,617,5,5,398,755,755,9020,0,1,0,1,0,1,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2171, 'var2': 29, 'var3': 0}, {'perk': 8143, 'var1': 1095, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 1161, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 4489, 'var2': 0, 'var3': 0}], 'style': 8000}]}",70390,38365,9737,2,SUPPORT,0,38,90,24,11,False,,22,1166,74966,40471,0,19037,3363,0,36,314,172,1,3,3820,1350,280,2,3,1,0,0,0,0,0,True
Kennen,24,0,0,1,1143,1143,1143,11997,9,0,0,0,False,False,False,False,False,False,11866,10650,Invalid,1,2,0,18,0,0,NONE,0,0,0,145,44695,13453,9699,0,0,0,1,0,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 399, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 8, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 282, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8126, 'var1': 837, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}], 'style': 8100}]}",19538,2348,9555,0,SUPPORT,0,97,18,23,7,False,,15,1166,65688,17172,0,19478,439,0,71,36,202,1,0,1455,1370,223,0,2,1,0,0,0,0,0,True
Lucian,11,0,0,2,597,597,597,10246,8,0,1,0,False,True,False,False,False,False,12705,11700,Invalid,0,0,2,18,3,10,NONE,415,3,2,240,7169,3196,6769,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 300, 'var2': 211, 'var3': 88}, {'perk': 8009, 'var1': 1858, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 10, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 296, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 5, 'var2': 3, 'var3': 0}], 'style': 8300}]}",56077,16467,12341,0,SUPPORT,0,29,41,23,8,False,,0,1166,63247,19664,0,19881,4755,508,57,47,172,4,0,0,0,769,0,0,4,0,0,0,0,0,False
TahmKench,22,0,0,0,271,271,271,55784,6,0,0,0,True,False,False,False,False,False,11786,12000,Invalid,0,0,2,16,0,4,NONE,0,0,1,382,23588,15493,30146,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 1291, 'var2': 1099, 'var3': 0}, {'perk': 8463, 'var1': 1487, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 2690, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 1599, 'var2': 1588, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9111, 'var1': 1804, 'var2': 260, 'var3': 0}, {'perk': 9105, 'var1': 6, 'var2': 40, 'var3': 0}], 'style': 8000}]}",7499,4542,18453,0,SUPPORT,0,110,15,9,17,False,,37,1166,36132,20035,1372,50720,22589,575,8,181,132,5,0,5045,0,2120,0,1,4,0,0,0,0,0,False
Kaisa,21,0,0,0,706,706,706,7811,6,0,1,0,False,False,False,False,False,False,13606,13050,Invalid,0,0,2,15,2,8,NONE,0,4,3,370,41185,25026,7139,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 1345, 'var2': 23, 'var3': 0}, {'perk': 8126, 'var1': 348, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4466, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 825, 'var2': 0, 'var3': 0}], 'style': 8000}]}",38590,8396,5139,0,SUPPORT,0,50,84,41,5,False,,0,1166,80117,33763,0,12607,47,0,63,0,136,1,1,341,341,328,0,0,4,0,0,0,0,0,False
Viego,18,0,0,0,437,437,437,19612,9,0,2,0,True,False,False,False,False,False,15176,15683,Invalid,0,0,2,23,2,12,NONE,493,5,4,182,10423,4928,14989,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 921, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 938, 'var2': 300, 'var3': 0}, {'perk': 9104, 'var1': 6, 'var2': 40, 'var3': 0}, {'perk': 8014, 'var1': 937, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}, {'perk': 8143, 'var1': 636, 'var2': 0, 'var3': 0}], 'style': 8100}]}",55194,18870,8448,1,SUPPORT,0,98,67,66,15,False,,19,1166,66716,24897,0,24337,5536,85,55,53,202,4,1,1098,1098,899,0,0,4,0,0,0,0,0,False
Gragas,13,0,0,0,310,310,310,17985,8,0,0,0,True,False,False,False,False,False,11321,10900,Invalid,0,0,2,11,1,4,NONE,0,2,1,388,51114,16778,12056,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 274, 'var2': 8, 'var3': 0}, {'perk': 8143, 'var1': 362, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 233, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1377, 'var2': 0, 'var3': 0}], 'style': 8000}]}",3405,844,12777,0,SUPPORT,0,146,48,31,8,False,,32,1166,55019,17963,0,26350,7351,0,31,259,218,1,0,500,340,1515,1,1,4,0,0,0,0,0,False
Morgana,25,0,0,0,313,313,313,10746,12,0,1,0,True,False,False,False,False,True,11834,11700,Invalid,0,0,3,15,0,6,NONE,0,0,2,184,29759,13063,15021,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1739, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 278, 'var3': 0}, {'perk': 8210, 'var1': 36, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 660, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8014, 'var1': 239, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 3233, 'var2': 0, 'var3': 0}], 'style': 8000}]}",1633,743,7753,0,SUPPORT,0,42,59,20,5,False,,28,1191,32523,14936,1147,23181,1618,0,29,107,320,1,0,1130,1130,405,0,0,4,0,0,0,0,0,False
LeeSin,17,0,0,0,304,304,304,36193,13,0,1,0,False,True,False,False,False,True,12861,12300,Invalid,0,0,3,23,3,10,NONE,0,2,2,146,5963,4330,11776,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 256, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 654, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 6, 'var2': 20, 'var3': 0}, {'perk': 8014, 'var1': 771, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 931, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 152, 'var2': 869, 'var3': 0}], 'style': 8400}]}",27178,19241,17452,0,SUPPORT,0,92,45,24,10,False,,14,1191,34541,24931,836,29783,1551,0,11,19,300,1,0,1399,1359,554,0,0,4,0,0,0,0,0,False
Senna,17,0,0,2,543,543,543,11057,10,0,1,0,False,False,False,False,False,True,13779,12600,Invalid,0,0,3,26,2,8,NONE,183,3,3,191,8608,3651,10553,0,0,1,0,0,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 25, 'var2': 6, 'var3': 0}, {'perk': 8009, 'var1': 2702, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 14, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 723, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}], 'style': 8100}]}",43189,15089,9102,0,SUPPORT,0,39,34,15,5,False,,21,1191,52556,19499,1017,19935,5268,1369,35,153,232,5,1,758,758,279,0,1,4,0,0,0,0,0,False
Zed,21,0,0,0,601,601,601,21330,11,0,2,0,True,False,False,False,False,True,15542,15800,Invalid,0,0,3,21,4,13,NONE,0,3,2,181,5355,1989,14129,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 255, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 860, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 6, 'var2': 20, 'var3': 0}, {'perk': 8299, 'var1': 1512, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}, {'perk': 8143, 'var1': 888, 'var2': 0, 'var3': 0}], 'style': 8100}]}",97176,33145,10953,0,SUPPORT,0,81,84,74,10,False,,8,1191,105074,37311,0,25771,3080,0,77,137,276,1,0,2542,2177,688,0,0,4,0,0,0,0,0,False
Yasuo,16,0,0,0,1048,1048,1048,35181,12,0,1,0,False,False,False,False,False,True,14030,12950,Invalid,0,0,3,23,2,8,NONE,524,2,2,184,53614,7187,12069,0,0,1,0,0,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 31, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 769, 'var2': 240, 'var3': 0}, {'perk': 9104, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 554, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 608, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 103, 'var2': 0, 'var3': 0}], 'style': 8400}]}",69652,17420,15129,0,DUO,0,178,23,68,8,False,,31,1191,124298,25639,0,27754,3479,0,92,68,298,1,0,1031,1031,554,1,1,4,0,0,0,0,0,False
